ID,FRECU,SALDO,CUPON,GOLD,DEBITOS,ECIV,SEXO,OCUP,EDAD,HIJOS,INGRESO
11896,8.44116319444444,650,37.2109756097561,1,3,3,2,1,33,0,2882
14880,8.44170454545455,1490,63.1557894736842,1,3,2,1,1,30,0,1194
13968,8.44859800838575,980,38.9514814814815,1,3,1,1,1,30,0,1541
9235,8.45887345679012,350,79.848,1,4,2,1,2,43,0,894
13100,8.45963541666667,2855,108.010344827586,1,4,2,1,2,46,0,9979
11414,8.47631172839506,740,34.4054166666667,1,3,2,2,1,34,1,2757
11364,8.48209325396826,80,13.1,0,2,2,2,2,27,0,909
10588,8.49579613095238,675,24.6270689655172,0,2,1,2,1,41,0,2552
10416,8.5,120,59.352,0,4,1,1,2,41,0,822
14543,8.51284722222222,50,13.686,0,2,2,2,3,27,0,879
13027,8.5300601438492,5165,34.4570175438596,1,4,2,2,1,46,1,9465
13660,8.53812893081761,4670,165.855964912281,1,4,2,2,2,46,0,9931
14600,8.54094498910675,1070,45.7498113207547,1,3,1,1,1,37,0,3875
14476,8.55555555555556,485,109.013,1,4,2,1,2,44,1,1823
10760,8.55750338753387,685,37.9969047619048,1,3,1,2,1,31,0,1366
10592,8.56927083333333,715,37.3556896551724,0,2,1,2,2,27,0,1684
10682,8.57146464646465,130,29.3891666666667,0,2,1,2,1,23,0,576
12565,8.57147696476965,1250,61.5704545454545,1,4,2,1,2,43,0,4150
10702,8.58135288065844,920,36.1029090909091,0,3,1,2,3,27,0,660
13962,8.58907986111111,1405,68.9102222222222,1,4,2,1,2,45,1,1895
12471,8.59924516908213,1263,60.7151063829787,1,3,1,2,2,28,1,4319
13579,8.61495726495727,1805,91.3554716981132,1,4,2,1,2,45,1,7301
10494,8.62269965277778,305,49.2811764705882,1,3,1,1,1,35,0,867
9858,8.63059640522876,380,53.7611111111111,0,3,1,2,2,21,0,765
11069,8.63140432098765,2195,103.534042553191,1,4,2,2,2,42,1,3074
13583,8.63653420781893,490,16.8610714285714,0,3,1,1,1,27,1,1667
14819,8.64337121212121,535,58.0934782608696,1,3,1,2,2,23,0,1360
10456,8.64385101010101,3190,113.629310344828,1,4,2,1,2,44,0,5740
10025,8.64586563307494,1355,60.6817777777778,1,4,1,2,2,44,0,1673
10037,8.66268518518519,240,33.97375,0,3,1,1,1,38,0,639
10957,8.66798874158249,440,42.2417391304348,1,3,1,1,2,18,0,1648
13017,8.67708333333333,40,46.62,0,2,2,1,2,36,1,931
12034,8.6921626984127,290,82.5025,1,4,2,1,2,45,0,937
9431,8.7087962962963,585,63.0921052631579,1,4,1,1,1,46,0,1093
12448,8.73416666666667,840,41.4434482758621,1,3,1,1,1,21,0,1143
12883,8.74078947368421,540,63.9585,1,3,2,2,1,20,1,1442
14989,8.74800347222222,535,71.4323529411765,1,4,1,1,2,48,0,931
11048,8.7484681372549,355,20.8971428571429,0,2,3,2,1,32,0,981
14162,8.75169025157233,1936,87.4598148148148,1,4,2,1,2,46,1,4419
13888,8.75689300411523,1445,61.21625,1,3,2,1,1,23,0,1166
12711,8.77361111111111,100,29.1188888888889,0,2,2,2,1,23,0,662
10551,8.77608024691358,870,70.7478571428571,1,4,2,1,2,47,1,2671
11566,8.78716698232323,1010,62.0869565217391,1,4,2,1,2,42,0,3140
13117,8.79496855345912,2530,103.102407407407,1,4,2,1,2,43,0,7779
14279,8.79637896825397,90,13.8793333333333,0,2,1,2,1,34,0,524
13244,8.809467356387,1026,66.1872,1,3,2,2,2,40,1,890
11146,8.8130081300813,470,23.2428571428571,0,2,2,2,1,32,1,985
9625,8.81366736111111,2670,108.206470588235,1,4,3,1,2,43,0,1336
10729,8.8155841503268,1127,68.8354285714286,1,4,1,2,2,45,0,4614
14638,8.82260220125786,1169,56.6217857142857,1,3,1,1,1,19,0,4411
11286,8.82474966931217,1910,101.703888888889,0,4,2,2,2,45,1,507
12240,8.82527173913043,490,42.5870833333333,1,3,2,2,1,32,1,2046
11262,8.82826257861635,1220,48.0061111111111,1,3,2,2,1,32,1,2653
11102,8.83848611111111,1153,58.0257692307692,1,3,2,2,1,25,1,2185
10599,8.84156859161793,415,35.244,0,3,1,2,1,38,0,763
110021,8.85003858024691,890,56.2118918918919,1,3,1,2,2,23,0,2868
12485,8.85637468434343,1735,77.332,1,4,2,1,2,46,1,6237
13077,8.85791404612159,760,36.915,0,2,1,2,2,24,0,650
13996,8.86207151300236,1320,59.4874509803922,1,3,1,2,1,29,0,5176
14444,8.88015661938534,605,25.2145833333333,0,2,1,1,1,36,0,834
13192,8.88565329218107,1362,281.277,1,4,1,1,2,42,0,3249
14734,8.88609848484849,6510,239.939298245614,1,4,1,1,2,43,0,3459
14217,8.89064670138889,170,13.7727272727273,0,1,3,2,2,18,0,646
12384,8.89522935563114,690,43.0184,0,2,2,2,2,24,0,926
12379,8.90662878787879,165,40.4458333333333,0,3,1,2,2,24,0,503
13973,8.92916666666667,865,44.3472972972973,1,3,1,1,1,25,0,3215
10637,8.93562084520418,905,60.77675,1,3,3,2,1,18,0,872
12745,8.96191919191919,450,51.7991304347826,0,3,1,2,2,18,0,786
12641,8.9625,839,62.6133333333333,0,3,2,2,1,34,1,833
14445,8.9762954059829,2265,97.4125925925926,1,4,2,1,1,46,1,2943
13000,8.97731782407407,1556,66.573137254902,1,4,1,2,2,46,0,1363
12095,8.98819444444445,280,86.3571428571429,0,4,2,1,2,47,1,516
13696,8.98923148148148,30,12.525,0,2,1,1,2,36,0,878
13767,8.99138454861111,690,51.09,1,3,1,1,1,26,0,1812
14355,8.99310897435898,530,82.8342857142857,1,4,1,1,2,46,0,2373
11954,9,90,33.3175,0,2,2,2,2,20,1,931
12047,9.00887896825397,130,24.0346666666667,0,2,1,2,2,18,1,754
11940,9.01581570917508,1125,55.954,1,3,1,2,1,22,0,2361
14245,9.04870580808081,260,28.9960869565217,0,2,1,1,1,38,0,703
10243,9.04931917211329,943,51.84,1,3,2,1,1,22,1,2471
10252,9.0495108251634,2580,37.9908571428571,1,4,2,1,2,47,0,2764
13481,9.09036168981481,6253,29.2560526315789,0,4,2,2,2,46,0,5348
14359,9.09309640522876,1485,69.6015384615384,1,3,1,1,1,41,0,5095
14215,9.09435185185185,955,128.845,1,4,2,2,2,43,1,3179
11724,9.10584935897436,2000,84.7552830188679,1,4,2,2,2,44,1,1831
10983,9.11083595387841,2070,86.3803703703704,0,4,1,1,2,44,0,574
11859,9.11361961451247,3871,142.559642857143,1,4,2,1,2,47,0,6333
12004,9.11532859078591,1325,72.4304761904762,1,4,2,1,2,47,1,3736
12543,9.11701215277778,4555,110.083902439024,1,4,2,2,2,46,0,9375
12277,9.12543238993711,855,42.4159259259259,1,3,2,1,1,21,1,1601
10394,9.13848611111111,1120,54.4327450980392,1,3,1,1,1,22,0,2972
13267,9.14420066550926,365,48.93,1,3,1,1,2,42,1,853
10878,9.14498456790123,855,40.3319565217391,1,3,2,1,1,28,1,1322
13090,9.14937678062678,3375,180.4665,1,4,2,1,1,44,1,5980
11320,9.15398900462963,583,52.7414285714286,1,3,2,2,1,26,1,1235
9620,9.15881944444445,30,31.75,0,2,1,2,1,31,0,990
10189,9.16721014492754,320,28.3170833333333,0,2,1,2,2,46,0,975
13421,9.19697997416021,1905,21.0626666666667,0,4,2,1,2,44,0,4283
12440,9.19989872685185,2010,91.3559183673469,1,4,1,1,1,43,0,971
12383,9.20478772655634,3190,134.038571428571,1,4,2,1,2,43,0,9631
10737,9.20753968253968,745,69.27,1,4,2,1,2,42,0,1352
10186,9.22230235042735,880,43.8303703703704,1,3,3,2,1,22,0,2482
10848,9.23878205128205,430,71.7542857142857,1,4,2,2,2,48,1,1934
11633,9.25520833333333,1185,62.2013725490196,1,3,1,2,1,38,0,4678
11237,9.26099137931035,850,64.9376666666667,1,3,1,2,2,31,0,973
12359,9.2862161351166,340,30.385,0,2,2,2,1,24,1,1340
11312,9.3000462962963,675,44.69125,0,2,3,2,1,35,1,2715
12833,9.30590958605664,2634,112.113653846154,1,4,2,1,1,42,0,5987
14403,9.30850694444444,735,50.0972727272727,1,3,2,2,1,25,1,1469
13934,9.3183119212963,1320,147.202380952381,1,4,2,1,2,44,1,4679
11868,9.33597608024691,70,37.6525,1,3,1,2,1,28,0,887
11927,9.34830729166667,1310,61.903,1,3,1,2,3,21,0,843
10113,9.34943055555556,1950,84.0203921568628,1,4,1,1,2,45,0,2754
14655,9.35356867283951,910,41.9143396226415,1,3,1,2,2,30,0,3432
13658,9.35865384615384,818,28.24,0,3,1,1,1,29,0,2003
11141,9.37068452380952,85,16.8573333333333,0,1,1,2,1,36,0,586
11683,9.37136437908497,250,34.9366666666667,0,2,1,1,1,34,0,884
13770,9.37884160756501,2410,128.537708333333,1,4,2,1,2,45,0,3829
9499,9.38106368563685,595,42.6111904761905,0,2,1,2,2,21,0,2441
11686,9.39772727272727,720,33.785652173913,1,3,1,2,1,25,0,3008
12652,9.40277777777778,100,18.0428571428571,0,2,1,2,1,29,0,866
14147,9.433984375,400,57.8811764705882,0,3,1,2,2,22,0,834
14767,9.44760101010101,736,70.03,1,4,2,2,2,42,1,1072
14392,9.45454545454546,130,22.1416666666667,0,2,1,1,2,38,1,887
12650,9.45707465277778,1907,80.9052,1,4,1,2,2,45,0,3308
12284,9.47847222222222,245,34.2755555555556,0,2,1,1,1,19,0,1241
11189,9.5,160,84.4575,0,4,1,1,2,42,0,797
12767,9.50986590038314,305,23.344,0,2,1,1,3,34,0,755
12113,9.51263888888889,1800,76.4401923076923,1,4,1,2,2,40,0,3577
11520,9.51277777777778,2150,98.5578431372549,1,4,2,1,2,47,0,2323
12323,9.51883127012882,1300,63.443125,1,3,2,2,2,29,1,2016
10940,9.52788773148148,80,10,0,3,2,2,2,26,1,851
14465,9.53177035108025,1935,75.4536,1,4,3,1,2,43,0,5301
14932,9.54829058012094,815,46.4275471698113,1,3,1,2,2,19,0,2485
11403,9.57688492063492,610,59.8131818181818,1,3,1,2,1,43,0,1898
10073,9.59151072124756,1723,140.4055,1,4,1,2,2,42,0,5411
10791,9.59780092592593,80,28.1585714285714,0,2,2,1,2,28,0,699
14823,9.61297281323877,1010,56.3770833333333,1,3,2,2,1,38,1,2284
10187,9.61468219521605,3450,127.416530612245,1,4,2,1,1,45,1,2991
13452,9.62213758680556,225,16.4688235294118,0,2,1,2,1,26,0,802
11140,9.62537144702843,1733,100.470681818182,1,4,2,1,2,44,0,7102
9826,9.64342700258398,901,70.6175,1,3,1,1,3,31,0,2241
13498,9.66712962962963,100,26.754,0,2,1,2,1,24,0,629
13519,9.70756802721089,6550,272.0162,1,4,2,1,2,45,0,9513
12110,9.72890689300412,482,57.6960714285714,1,3,2,1,1,18,1,1241
13054,9.73283514492754,1490,59.8769387755102,1,3,2,2,3,18,0,3353
13804,9.734229390681,1280,88.8346875,1,4,2,2,2,46,0,2409
14874,9.73773148148148,65,98.4666666666667,1,3,2,2,1,32,1,927
14974,9.75401215277778,571,50.9209523809524,0,3,2,2,1,32,0,547
11661,9.75819978632479,575,41.7688888888889,1,3,1,2,2,27,0,1709
13683,9.77548076923077,260,39.1357142857143,1,3,1,1,1,32,1,984
12682,9.77916666666667,40,45.77,0,2,1,2,2,20,0,812
14676,9.79289930555555,720,35.097619047619,0,3,2,1,1,30,0,802
11729,9.80080005787037,1110,63.6709523809524,1,3,1,1,3,20,1,2838
12198,9.80582386363636,550,33.4655555555556,0,2,2,2,1,29,0,715
10331,9.81959524782135,805,58.0382857142857,1,3,2,1,2,24,1,1997
10733,9.82191193853428,1240,56.5978,1,3,1,2,1,33,1,903
12376,9.83604797979798,225,42.8933333333333,0,3,1,2,2,30,0,730
11713,9.84665596064815,2010,116.457804878049,1,4,2,2,2,42,1,2330
10860,9.84925595238095,525,78.0933333333333,0,4,1,1,1,48,0,743
10445,9.85086805555556,140,37.2433333333333,0,3,3,2,1,18,0,821
12315,9.87920524691358,522,61.5178947368421,1,3,1,1,2,31,0,869
13346,9.90384615384615,275,20.4518518518518,0,2,1,2,1,26,0,774
13631,9.90852272727273,140,26.555,0,2,3,1,1,26,0,796
13580,9.90960648148148,730,117.636153846154,1,4,2,1,2,43,1,2637
12005,9.91113782051282,310,37.3225925925926,0,2,2,1,1,39,1,1281
14301,9.9202876984127,530,78.0173333333333,1,4,2,2,2,47,0,1060
14449,9.92453200483092,803,45.6989583333333,1,3,2,1,2,29,1,1101
14304,9.93333333333334,481,50.10375,1,3,1,2,2,42,0,1827
12778,9.96614583333333,1350,69.2530952380952,1,4,1,1,2,45,0,1056
11037,9.96651234567901,335,59.612,0,4,1,2,2,38,0,816
14002,9.9699583958959,670,38.7715789473684,1,3,1,2,2,20,0,929
13238,9.982208994709,255,25.5,0,2,2,2,1,30,1,843
10029,9.98773148148148,320,40.2,0,2,1,2,1,28,0,1109
13343,9.99128250591017,1095,47.4007547169811,1,3,1,2,1,28,0,2860
11352,10,110,112.97,1,4,2,1,2,46,0,874
11824,10,35,37.52,0,2,1,2,2,26,0,993
11955,10,20,20.8,0,1,1,2,1,27,0,965
10038,10.0136147660819,700,46.88675,1,3,1,1,1,31,0,2019
11361,10.0165677358907,1978,94.2720930232558,1,4,2,1,2,44,1,897
11652,10.0201450796727,1065,57.5524444444444,0,3,2,2,3,27,1,820
9919,10.0225043402778,1270,85.569696969697,1,4,2,1,2,47,1,1123
12523,10.0331123737374,2330,101.152222222222,1,4,1,1,2,46,0,8684
10701,10.048125,840,65.0548387096774,1,3,2,2,1,31,0,948
12183,10.0535826210826,280,43.3835714285714,0,3,3,1,2,32,1,814
10921,10.0673177083333,250,38.0252941176471,0,2,3,2,3,21,0,887
11888,10.0733747044917,2750,131.632448979592,1,4,2,1,2,46,1,1418
11842,10.0751920803782,2175,99.513125,1,4,2,1,2,51,1,8095
11248,10.1016927083333,2975,130.043265306122,1,4,2,2,2,44,0,9426
13123,10.1019736842105,800,58.1071794871795,1,3,1,2,1,30,0,3419
11040,10.1061733217593,85,19.6,0,2,2,1,1,29,1,704
13811,10.1075547138047,615,34.5897058823529,1,3,3,2,1,23,0,1255
14104,10.1108974358974,110,17,0,2,2,2,1,25,0,932
13562,10.1110795454545,225,20.2760869565217,0,2,1,1,1,30,0,862
13290,10.1209229390681,450,34.925,0,2,1,1,1,24,0,963
14261,10.1225177304965,1100,53.5735416666667,1,3,1,1,1,18,0,1061
13395,10.1225520833333,1320,73.9934146341463,1,3,2,1,3,47,1,5457
11967,10.1391767939815,820,38.3608163265306,1,3,2,1,1,40,1,3050
13674,10.1520833333333,555,33.1747826086956,0,2,2,2,1,25,1,1754
14331,10.1579092261905,1412,95.5506976744186,1,3,1,1,2,41,0,1429
10571,10.1643939393939,265,53.605,1,3,1,2,1,31,0,1207
13662,10.1716559606481,850,42.5197619047619,1,3,1,2,1,20,0,886
10443,10.1735339506173,115,28.255,0,2,1,2,1,32,0,733
14759,10.180927002584,2570,133.338409090909,1,4,3,2,2,43,0,8599
10237,10.1897095959596,120,20.825,0,2,2,1,1,22,1,743
12938,10.1943364197531,880,46.5552173913043,1,3,1,2,2,36,0,2494
13964,10.2,200,63.0266666666667,1,4,2,1,2,45,1,983
14492,10.2011574074074,455,107.112,1,4,2,1,2,44,1,1245
13618,10.2122474747475,675,33.1255555555556,0,2,2,2,1,32,1,2539
12054,10.2129861111111,1170,190.499090909091,1,4,1,1,1,44,0,1425
13489,10.2170811436436,1328,84.4613157894737,1,4,2,1,2,49,1,4670
12246,10.2209100877193,1180,117.5225,1,4,2,2,2,45,1,1522
10391,10.2215277777778,425,104.018,1,4,1,1,2,45,0,857
12901,10.238795045045,1495,84.2631578947368,1,4,1,2,2,46,0,3312
10772,10.2433940095398,485,34.8232352941176,0,2,1,2,1,36,0,998
13857,10.2502260981912,555,39.7931818181818,0,2,1,2,1,38,0,644
13464,10.2847395833333,2370,125.807804878049,1,4,1,1,2,43,1,4304
11421,10.2986183449074,60,21.18,0,2,2,2,2,30,1,998
14934,10.3009813161376,240,36.9453333333333,0,2,1,2,1,19,0,770
13156,10.3132675438597,365,51.9425,1,3,1,2,1,25,0,1160
11759,10.3360185185185,252,35.0871428571429,1,3,2,1,1,27,1,864
12713,10.3382009372177,1025,78.81,1,3,2,2,3,38,1,3943
13752,10.3630268199234,1413,103.614,1,4,2,1,2,43,1,2795
12318,10.3680684912854,431,58.995,1,3,2,1,2,27,1,1378
13476,10.384154040404,1825,116.280857142857,1,4,2,1,2,43,1,5502
13254,10.3862037037037,1430,70.8684782608696,0,3,1,2,1,41,0,778
13052,10.3949414866255,870,117.213157894737,0,4,3,1,2,45,0,741
12951,10.4102777777778,1686,108.919361702128,1,4,2,1,1,42,0,2375
10042,10.4405092592593,1860,115.445294117647,1,4,2,2,2,45,1,2255
11123,10.4443548387097,998,63.3215151515151,1,3,1,2,1,18,0,2702
13681,10.4636941872428,510,35.5239130434783,0,2,1,2,1,18,1,1075
12545,10.4736900252525,2340,110.848666666667,1,4,1,1,2,49,0,5217
13459,10.4804649758454,325,34.0041666666667,0,2,1,2,1,18,0,1124
13551,10.4836257309942,580,30.6105128205128,0,2,2,2,1,18,1,2260
10821,10.5,40,43.3033333333333,0,2,1,2,3,27,0,986
11507,10.5259259259259,20,13.5,0,1,1,2,1,25,0,890
12567,10.5317729866494,1240,76.4772727272727,0,3,1,2,1,34,0,697
13912,10.544764957265,180,34.7714285714286,0,2,1,2,1,38,0,590
14267,10.5550863363363,365,25.7505263157895,0,2,1,1,1,23,0,1157
11357,10.5863425925926,95,18.36,0,3,1,1,2,19,0,501
12061,10.594475308642,1325,60.9228260869565,1,3,2,2,1,30,1,1562
11671,10.6198099415205,645,55.212,0,2,1,2,2,21,1,1700
13145,10.6621334876543,1064,61.9243243243243,1,3,1,2,2,28,0,3100
10731,10.6666666666667,75,39.25,0,3,1,1,2,27,0,818
14119,10.681892526455,1175,62.5369444444444,1,3,1,2,1,39,0,3294
13636,10.6831172839506,1210,55.29,1,3,1,2,2,31,1,2544
14486,10.6943597560976,1525,100.128837209302,0,4,2,1,2,43,1,619
13206,10.6965616531165,1385,85.4433333333333,1,3,1,1,2,28,0,4170
10279,10.6991666666667,260,58.0645454545454,0,3,1,2,1,37,0,825
9800,10.6994318181818,1098,59.1721739130435,1,3,1,2,2,36,0,4106
11111,10.7001543209877,250,60.028,0,3,1,1,2,31,0,809
12181,10.7432133838384,2910,145.704222222222,1,4,2,1,2,45,1,9837
11566,10.7467681623932,269,20.0559259259259,0,2,3,1,1,24,0,843
14652,10.7777777777778,250,51.8072727272727,1,3,1,2,1,32,0,1115
11890,10.7887384259259,391,34.0847368421053,0,3,3,2,2,40,0,552
12161,10.7941633597884,1885,88.4586956521739,1,4,2,1,3,45,1,1143
14780,10.7986706349206,390,22.8494444444444,0,2,1,1,1,35,0,625
9144,10.801452020202,105,18.475,0,2,2,2,2,32,1,539
12282,10.8118634259259,410,40.5116,0,2,1,1,1,18,1,1033
10931,10.8171103395062,1190,75.8675675675676,0,3,2,2,1,18,1,830
12089,10.8173032407407,160,34.1338461538462,0,2,1,1,2,26,1,681
13382,10.8245238988989,1042,61.37,1,3,1,2,2,35,0,2779
13176,10.8278935185185,180,26.7889473684211,0,2,1,1,2,37,0,826
12005,10.8395833333333,80,24.0142857142857,0,2,2,2,1,26,1,961
13637,10.8625,705,146.728,1,4,1,1,2,40,0,2619
10502,10.8763888888889,30,28.1966666666667,0,2,2,2,1,46,1,972
12052,10.8847883597884,1100,108.845,1,4,2,1,2,43,0,1230
14067,10.8918981481481,265,30.814375,0,2,1,2,1,42,1,1113
10647,10.8919270833333,341,31.4341176470588,0,3,2,2,2,39,1,1366
12176,10.9027982026144,1710,107.592857142857,1,4,2,1,2,49,1,6393
11905,10.9127256944444,735,39.1057142857143,0,3,2,2,1,27,1,506
14829,10.9246054292929,855,45.9771111111111,1,3,1,2,1,30,0,1966
9235,10.934375,1650,103.296857142857,1,4,2,2,2,43,1,934
13873,10.9586805555556,908,56.5603448275862,0,3,2,2,1,38,0,685
13579,10.9601429738562,345,40.7094444444444,1,3,1,2,1,27,1,998
12318,10.9841071428571,140,19.6653333333333,0,2,2,2,2,18,1,972
14354,10.9938492063492,1275,72.6476315789474,1,3,1,2,1,24,0,2556
13940,10.9988304093567,1045,54.5482926829268,1,3,1,2,2,18,0,3006
13921,11,10,10,0,1,2,1,3,39,1,991
12843,11.0434631887986,760,38.9486046511628,1,3,1,1,2,24,0,2152
11198,11.0666567075797,1435,78.5053333333333,1,3,2,1,3,35,1,4922
11093,11.0680381944444,360,46.4423529411765,1,3,1,1,2,34,0,1247
12304,11.0759980936819,545,59.7155555555556,1,3,1,1,1,27,1,964
10528,11.081712962963,580,39.0313636363636,0,2,1,1,3,32,0,2290
10247,11.0848572530864,595,33.0381578947368,0,2,2,2,1,20,1,934
11470,11.0958333333333,30,42.15,0,2,1,2,1,28,0,894
10624,11.0975141460905,295,42.5436842105263,0,2,1,2,1,37,0,555
10229,11.1136904761905,280,47.6066666666667,1,3,1,2,1,26,0,1072
10155,11.1142156862745,865,61.6886111111111,1,3,1,2,2,18,0,971
14749,11.1148148148148,275,46.983,1,3,1,1,2,33,0,1078
14340,11.1190625,1405,10,0,4,2,1,2,47,0,4941
13157,11.1350694444444,830,57.0453658536586,1,3,3,1,1,29,0,3500
11939,11.141875,156,44.3,1,3,1,1,1,26,0,909
12124,11.1538194444444,300,75.8255555555556,0,4,2,1,2,44,1,673
14509,11.1568813131313,334,29.4534782608696,0,2,1,2,1,18,0,873
11190,11.1633381226054,1044,88.1343333333334,1,3,1,2,1,31,0,1119
10251,11.1764705882353,570,76.0138888888889,1,3,2,2,2,18,1,2209
12239,11.1942616959064,625,36.7445,0,2,1,2,2,27,1,2099
14765,11.224126984127,1045,64.9866666666667,1,3,1,2,1,32,0,1779
13317,11.2378373419151,815,59.0545238095238,0,3,1,1,3,32,0,819
12806,11.2670219638243,814,45.6504545454546,1,3,1,2,1,33,0,926
12781,11.2828538359788,1506,76.0618181818182,1,3,1,2,3,28,0,5143
10998,11.282871854226,1697,91.0555,1,4,1,1,2,41,0,1353
10740,11.2947569444444,270,34.2276190476191,0,2,1,2,1,34,0,658
11035,11.3116959064327,956,51.37725,0,3,1,1,2,24,0,610
10329,11.3157776331019,250,33.5023529411765,0,2,1,2,1,29,0,1280
13448,11.3160243055556,40,28.2166666666667,0,2,1,2,1,38,0,892
11889,11.3233506944444,520,73.0864705882353,1,3,1,2,1,24,0,964
14341,11.3340952932099,910,63.6211627906977,1,3,2,2,1,20,1,3426
9308,11.3638888888889,15,14.5,0,1,2,1,1,18,0,881
13509,11.4048611111111,190,33.7876923076923,0,2,1,2,1,19,0,903
12329,11.430109530262,2230,51.8216279069767,1,4,2,1,2,44,1,6808
13639,11.4393663194444,215,25.4705882352941,0,2,1,2,1,21,0,1135
10726,11.4811237373737,370,69.7933333333333,1,3,1,1,1,29,0,1346
13138,11.5089326445348,1805,111.561363636364,1,4,2,2,2,43,0,1723
13177,11.51125,350,41.0423076923077,0,2,2,1,1,26,0,757
13461,11.5118132716049,150,46.3671428571429,0,3,1,2,2,18,0,821
13514,11.518287037037,75,22.1428571428571,0,2,2,2,2,18,0,802
11654,11.5298338293651,2185,26.643488372093,0,4,2,1,2,44,0,7526
210141,11.5496913580247,1225,75.2772972972973,1,3,1,1,1,36,0,1994
10500,11.552380952381,310,29.555,0,2,1,2,2,38,0,1415
14052,11.5623611111111,2140,113.589268292683,1,4,2,1,2,43,1,6623
10317,11.5673611111111,50,24.064,0,2,1,2,1,31,0,562
11179,11.5738425925926,580,61.9940909090909,1,3,2,2,1,30,0,1300
10286,11.5892647058823,2924,21.405,0,4,2,1,2,47,1,9988
11049,11.5961782407407,810,56.1266666666667,1,3,2,2,1,36,1,1190
10518,11.6135698198198,490,35.2117948717949,0,2,2,1,1,18,0,1324
11142,11.6233531746032,1395,78.9273684210526,1,4,2,1,2,45,1,4395
10366,11.6339015151515,210,70.7116666666667,0,2,2,2,1,21,0,1147
11494,11.644554122575,791,87.3463636363636,1,3,1,2,1,27,0,2898
14189,11.6666666666667,420,72.7453846153846,1,3,1,1,2,29,0,962
10880,11.6689564564565,1700,102.421025641026,1,4,2,1,2,43,1,1081
13990,11.6724137931034,557,43.5516129032258,0,2,1,1,3,30,0,2429
10477,11.6758680555556,425,37.3527586206897,0,2,1,1,2,32,0,824
10284,11.6865036231884,250,22.0020833333333,0,2,1,2,3,22,0,828
12830,11.6914641203704,375,33.62,0,2,1,2,1,29,0,535
12424,11.7065538194444,430,98.0876470588235,1,3,1,2,1,18,0,1179
11908,11.7164839181287,1460,151.896,1,4,2,1,2,45,1,4666
11926,11.7342592592593,200,107.845,0,4,2,2,2,44,1,621
13963,11.7870192307692,1115,66.1731707317073,1,3,2,1,2,27,1,4588
14133,11.7948717948718,370,57.0028571428571,1,3,2,2,2,21,1,965
10799,11.7972972972973,540,46.6517948717949,0,2,1,1,1,37,0,1879
10841,11.8004372427984,1070,88.8007142857143,1,4,2,2,2,45,1,2620
10337,11.8258445945946,1050,70.2434210526316,1,3,1,1,1,36,0,1620
9848,11.8355039983165,401,88.06,0,3,2,2,1,37,1,626
14418,11.8356111111111,390,38.3303846153846,0,2,1,1,2,26,0,911
14762,11.8458333333333,130,45.3785714285714,0,3,1,1,2,48,0,842
110252,11.8513018837803,1445,94.0506666666667,1,4,2,1,2,44,1,5480
13272,11.8513888888889,65,22.5614285714286,0,2,2,1,2,34,1,926
14935,11.8623993945869,345,52.5214285714286,0,3,2,1,3,18,1,841
13144,11.877614379085,915,64.6108333333333,1,3,1,1,1,31,0,1257
14457,11.8881761695906,1325,76.7417948717949,0,3,2,2,2,21,1,752
13310,11.8882291666667,1850,102.136904761905,1,4,2,1,2,47,0,2623
13053,11.8891025641026,200,29.715,0,2,1,2,2,32,0,714
14991,11.8975902777778,570,54.5238095238095,1,3,1,1,1,20,0,1333
10040,11.9022569444444,1935,131.693333333333,1,4,2,1,1,43,1,4720
12080,11.9055377492878,1365,75.5485365853659,1,3,1,2,1,30,0,1966
9680,11.9135416666667,370,38.2951724137931,0,2,2,1,1,18,0,1554
12534,11.915746996997,525,37.8833333333333,0,2,1,2,2,34,0,1089
10141,11.9366238425926,60,27.0409090909091,0,1,1,1,2,22,0,809
14225,11.9408854166667,190,37.8836363636364,0,2,1,1,3,21,1,987
12559,11.9495385208927,1274,75.82025,1,3,1,2,1,18,0,4224
12700,11.9881578947368,220,26.5733333333333,0,2,2,1,2,29,1,566
13629,12.001391404992,540,56.9725,1,3,1,2,1,22,0,2377
9531,12.0175462962963,435,31.6422580645161,0,2,1,1,1,30,0,1748
14981,12.0218019005848,870,62.0458974358974,0,3,1,2,1,36,0,807
12007,12.0339583333333,120,30.6663636363636,0,2,1,1,1,19,1,554
12644,12.0693672839506,415,43.3067857142857,0,2,1,2,1,42,0,1456
10016,12.0745380015432,5400,183.157837837838,1,4,2,1,2,46,1,9483
12193,12.0891203703704,730,43.7588235294118,1,3,3,2,1,18,0,2228
10915,12.1143431712963,310,92.058,1,4,2,2,2,47,1,987
13798,12.1337164750958,615,51.4006666666667,1,3,1,1,1,30,0,1035
10455,12.1666666666667,745,86.8704545454546,1,3,1,1,2,29,0,1250
11900,12.1667385057471,1100,85.1166666666667,1,3,2,2,1,24,1,2690
14838,12.1870563271605,891,63.3031578947368,1,3,2,1,1,28,1,1162
14065,12.1925151909722,2115,12.5958823529412,0,4,2,1,1,46,0,796
9415,12.2231111754115,1614,108.897297297297,0,4,1,1,1,42,0,577
14700,12.2271900720165,246,86.09,0,3,1,1,1,28,0,679
10260,12.25,295,47.9,0,3,2,1,1,46,1,671
10499,12.2552083333333,180,78.528,1,4,2,1,1,47,1,1004
12883,12.2581699346405,535,37.7982857142857,0,2,3,1,2,25,0,1252
